SW 1,SW 2,SW 3,A16,A17,A18,A19,"Delayed /SMEM{R,W}",/REFRESH,/SMEMW,/SMEMR,/WE All Banks,/RAS All Banks,Data Bus Direction,/CAS Bank 1,/CAS Bank 2,/CAS Bank 3,DRAM A8 All Banks
1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1
0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1
1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1
1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1
0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1
1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1
0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1
1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1
0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1
1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0
1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0
0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0
0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0
1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0
0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0
0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1
1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1
0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1
1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1
0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1
1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1
1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1
0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1
1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1
0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1
1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1
1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0
0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0
0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0
0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0
1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0
0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0
1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0
0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0
1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0
0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1
1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1
0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1
1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1
0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1
1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1
0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0
1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0
0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0
1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0
0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0
1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0
0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0
1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0
0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0
1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0
0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0
1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0
0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0
1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0
0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0
1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0
0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0
1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0
0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0
1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0
0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0
1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0
0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0
1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0
0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1
0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0
0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0
1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0
0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0
1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0
0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0
1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0
0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0
1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0
0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1
0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1
0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1
0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1
0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1
1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1
0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1
1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1
0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1
1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1
0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1
1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1
0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0
1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0
0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0
1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0
0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0
1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0
0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0
1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0
0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0
1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0
0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0
1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0
0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0
1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0
0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0
1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0
0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
